,0,1
0,-0.3600021949153951,0.49390568928244794
1,0.8604377917376769,-0.4340331564221442
2,0.2890078807396364,0.40760418441464485
3,0.09146955689269043,0.4609226001197041
4,0.5937812618536173,0.12559676733623
5,-0.9671817800614714,0.16463324577187707
6,0.13885610729377024,1.0044929105979121
7,0.10265960930920542,0.4520575944787794
8,0.6065522271996266,-0.7328267356907046
9,-0.8143345365399524,-0.4459831325142496
10,-0.8917153248284291,-0.28998514503436384
11,0.13248643208564986,-0.48883526996552285
12,0.8110941830812206,0.518809596690229
13,0.44550630684068243,-0.8755754779653204
14,-0.19302246195534378,0.4488239136777268
15,0.2854033125198083,0.9183867063580609
16,-0.46547743680656445,0.1361240084716816
17,0.8421297472875421,0.6126418627818822
18,-0.870387863433007,-0.2941521614587436
19,-0.9021865839664895,0.5451035936171886
20,0.3279809989407047,-0.34846603111803925
21,0.7154040882791171,-0.6440070926053835
22,-0.2664917048056637,-0.5185502156249158
23,-0.08624930833440667,0.9016106182608125
24,-0.674758926609725,0.8668624742601143
25,0.5274219761606835,0.7256911321233503
26,-0.9097611650934958,0.42321151730162304
27,0.005325287954491956,-0.4931221602907897
28,0.22358421320448899,-0.44635758940534714
29,0.9285228305346974,-0.4687606835293442
30,-0.8149125558408072,-0.5531990195022896
31,0.918300273634598,0.3452847484228357
32,0.4294874897913871,-0.8321364107949957
33,0.9355844113851863,0.13505489522690184
34,-0.1800904434786532,-1.0097190140186205
35,0.46651880809349405,-0.043060751146536534
36,0.08215026332724733,-0.4566087482754633
37,0.4735285271678402,0.040830687550060606
38,0.7341916494468447,0.7377560401301168
39,-0.5714636269315092,0.891028958695088
40,-0.28076505845700916,-0.45991215042354605
41,0.8960869361069815,0.05664155167205514
42,-0.6417405691632698,-0.8636754378778099
43,-0.014917869611751317,-0.4547162220194401
44,0.14876455435458474,-1.0092779318908023
45,-0.7659551581859804,0.6558255701439988
46,-0.4917423699814917,-0.10209741893941846
47,-0.19947462944898736,-0.5520258121007504
48,-0.27459657954613936,0.40547932706683876
49,-0.4457356885707259,-0.06692793807511448
50,-0.5183286017757172,-0.09425185343880756
51,0.07038149002631398,0.9647963131296453
52,-0.1883418138708101,0.44512611658880474
53,-0.30618685380087957,0.406903930680024
54,1.062347592865288,0.19534915690447263
55,0.42398133183363423,0.17911004434631503
56,0.3386230247214726,-0.38825597377805976
57,0.7578366179036212,-0.7297248230232245
58,-0.3509053452606533,0.189449181332898
59,0.10458814483029183,0.36000460065361
60,-0.41631681142430244,0.2932121656281664
61,0.38435093842873513,0.26670559237643926
62,-0.3572881480074717,-0.19909557462834038
63,-0.062165926211019594,0.4426671218116711
64,0.6363056341185817,0.7911792028839367
65,-0.46819657443813256,0.13997457053710802
66,0.4052138136915021,-0.08434781469471224
67,0.0587437004150847,-0.5151373154546502
68,0.15899667313253707,-0.9214111142969487
69,-0.1178534468262104,0.5174422781547249
70,1.0199337549824647,-0.3436635263836272
71,-0.5471721955765876,-0.9422034766590605
72,-0.30816210306110464,-0.31275834779946293
73,-0.47604141819580287,-0.20065685593098187
74,0.4127010221723595,0.4131272792815321
75,-0.44877585900133565,0.8213263196039085
76,0.40056372195094,-0.1809284644544898
77,-0.06852153089157698,-1.0072550651272891
78,-0.5171384780575041,0.07683449390243474
79,-0.3143245102077473,-0.31389330047836095
80,0.41312777879445,0.24156813469971303
81,0.3419205253071455,0.4516812918657944
82,0.5224844844426411,0.1343799408635792
83,-0.9718037434309197,-0.1187112653839594
84,-0.3625124244149508,-0.957518358513522
85,-0.2824702904960582,1.0544925233084739
86,0.21148440411265484,-0.554956456683235
87,-0.24609871486508458,1.0125012911664018
88,0.049709405677243884,0.5193316977180309
89,0.43398942883172464,0.89092269495522
90,-0.7487395885486994,-0.6368446102097126
91,-0.3299722675416046,-0.3534180592221436
92,0.08667308739715773,-1.054511715411459
93,-0.8201590598244386,0.5997280089371528
94,-0.9492814955320539,0.26709178090769836
95,0.31271916068998834,-0.3202220439747388
96,1.0741933893675606,-0.17796252825178693
97,0.5068379001313875,-0.21266885492552356
98,-1.015892047259343,-0.08278694990346092
99,-0.3719006136421883,-0.9731756408645517
