,0,1
0,-22.66565,-62.81928
1,73.787926,0.115870416
2,78.54094,-7.464658
3,50.874306,37.152576
4,-9.824782,64.01561
5,1.6807549,61.88008
6,77.35133,-21.547493
7,7.1383076,-8.868952
8,9.422164,-47.651703
9,-45.89322,-3.0456698
10,9.398975,57.31991
11,-26.766415,-17.13473
12,-51.350353,-7.990801
13,-46.267708,4.223715
14,16.157547,-43.006798
15,70.45341,-36.712833
16,-55.886395,-21.748117
17,-46.38147,59.01161
18,-0.7376289,-57.458652
19,-39.368885,8.416888
20,-24.311632,7.731816
21,72.22826,-6.6207
22,58.867348,-51.484425
23,-61.398975,48.095196
24,25.465193,56.58831
25,77.02582,-36.2018
26,-27.358131,-57.465626
27,13.430874,-30.492382
28,-9.624766,-67.86963
29,63.313152,-45.96396
30,16.66912,-10.385263
31,36.15678,48.720913
32,6.579358,-55.562977
33,43.397423,39.412674
34,54.673695,31.03306
35,-37.138374,-57.225876
36,-59.08069,-28.658873
37,-15.985318,7.343497
38,16.289686,-50.790718
39,-50.180813,-49.797314
40,-52.263462,-28.022127
41,-32.096855,-63.076168
42,62.988544,12.532719
43,19.99409,52.674038
44,-12.42821,-61.53463
45,-10.111824,12.083721
46,2.7608259,-50.180058
47,20.47233,-27.7538
48,-68.34136,47.51592
49,-52.75151,-0.15332639
50,68.48979,-49.67638
51,47.08947,31.938953
52,-39.55024,61.621784
53,8.765154,63.802444
54,18.201654,-18.39679
55,19.969088,-34.67889
56,71.48543,-43.57518
57,27.466005,49.908337
58,-54.849957,58.148098
59,35.20406,42.711178
60,-38.48582,-50.474785
61,62.55189,19.631466
62,-30.306795,63.669006
63,69.442986,13.403749
64,0.8431494,8.786345
65,-44.477467,-54.45606
66,-21.710405,66.30223
67,73.1644,-29.359987
68,-5.3437085,5.535695
69,-57.42439,-15.127364
70,-66.04685,39.9823
71,56.020744,24.833647
72,-74.13065,32.42235
73,75.86425,-13.731041
74,11.125426,-14.135449
75,12.32379,-37.261955
76,79.678406,-29.294428
77,-3.740306,66.50394
78,-58.06761,-5.554008
79,-25.24523,16.00788
80,0.49422792,2.008572
81,-62.912514,54.128162
82,-17.306093,-57.247852
83,11.713242,-3.8139088
84,-44.49445,-46.335457
85,-67.66111,32.492268
86,68.5968,6.7992463
87,-39.191025,67.89473
88,-62.94177,-21.459364
89,-53.493916,-35.675728
90,-29.36909,69.71803
91,13.130188,-23.48385
92,-29.683678,11.201386
93,-72.35777,40.997505
94,-47.167213,65.26158
95,-18.493637,14.073049
96,-16.976048,-67.15035
97,-38.291744,1.9206913
98,-15.364566,68.18293
99,16.399534,59.465015
